ItemID,Sentiment,SentimentText,clean_text,sentiment
324733,0,"@mmm_gash it was on boxing day as well, wasnt it? what a way to ruin christmas  ",it was on boxing day as well wasnt it what a way to ruin christmas,negative
128881,0,@ChemicalKohm lmao. probably was. ,lmao probably was,negative
402330,0,@rrnz yessss. it's getting annoying already. ,yessss its getting annoying already,negative
207636,1,@itsmesherry i change my name and pic ,i change my name and pic,neutral
786563,1,had a good night  but i think adam got me sick &gt;=[,had a good night but i think adam got me sick gt,neutral
747817,1,He's like the coolest boss u never had ,hes like the coolest boss u never had,neutral
618630,1,aww little baby freya is soooo cute!! what a little sweetheart ,aww little baby freya is soooo cute what a little sweetheart,neutral
249695,1,"@keyonharrold man that is a dream band, I'm def coming to that show whenever yall are in the area.  How's lil key?",man that is a dream band im def coming to that show whenever yall are in the area hows lil key,neutral
480110,1,@WFUJerseyJon To Nashville  She's coming from Kansas to live with Ash and I this summer! ,to nashville shes coming from kansas to live with ash and i this summer,neutral
296714,1,@mateoonline HEY YOU!  How's everything?,hey you hows everything,neutral
924160,0,If only I could spell ,if only i could spell,negative
599787,0,barely saw her batchmates this summer  now i actually wanna go to school.,barely saw her batchmates this summer now i actually wanna go to school,negative
83575,1,@chiefdecorati So glad to see u here! Happily following back! Going to check out your blog ,so glad to see u here happily following back going to check out your blog,neutral
423495,1,@seanbamforth ah! hello ,ah hello,neutral
515306,0,@under_control it's part of an analysis of flones (real life - my obsessive theories). it's not a fic. i have lost my writing bug ,its part of an analysis of flones real life my obsessive theories its not a fic i have lost my writing bug,negative
534554,1,@yepcaitlinburns im here now! ,im here now,neutral
320023,0,@mkayes ahha. But then you don't get paid holidays do you?!  Also I'm not sure I have the skills to work for myself. Need some development,ahha but then you dont get paid holidays do you also im not sure i have the skills to work for myself need some development,negative
252146,0,@kimishollywood awww!   maybe you need some catnip huh? lol,awww maybe you need some catnip huh lol,negative
187538,0,@HollieSSargeant I know!! I would so do a degree in that! Lol we ace it... If only... ,i know i would so do a degree in that lol we ace it if only,negative
284231,1,@littletjane Thank you! I made them for myself and the mama sloth is big enough for me to hug.  Working on the pattern.....,thank you i made them for myself and the mama sloth is big enough for me to hug working on the pattern,neutral
262748,1,@Jayman3768 blog buddies = know LOL I know more about what's going on with my blog buddies than my real life friends sometimes ,blog buddies know lol i know more about whats going on with my blog buddies than my real life friends sometimes,neutral
449377,1,@Thebombshell happy birthday!  aloha,happy birthday aloha,neutral
153672,1,@EvertB Trust me u'd want 2 listen 2 @Mrs_Bopp on this one. Does she tell u what mechanic 2 go 2? Maybe she should have the say here. ,trust me ud want listen on this one does she tell u what mechanic go maybe she should have the say here,neutral
419278,0,"@saybye627 You wait for last night, ill keep waiting for Wednesday's show ",you wait for last night ill keep waiting for wednesdays show,negative
835547,0,I just got daddy perfume! Woo. Oh man will you just please add her back? So I can seeee! ,i just got daddy perfume woo oh man will you just please add her back so i can seeee,negative
427965,0,@Spazmier gout attack. Meds don't help at this point  so I'm stuck with a balloon foot until it subsides,gout attack meds dont help at this point so im stuck with a balloon foot until it subsides,negative
462996,0,@szhjunkie i want to watch come dine with me ,i want to watch come dine with me,negative
447244,0,@spidermonkeyloo what's up? ,whats up,negative
396280,0,@rickbanerjee @Rajvel missing those impromptu discussions ,missing those impromptu discussions,negative
220559,0,"@jennhoward LIES. At least, I wish they were. ",lies at least i wish they were,negative
121007,1,@carrotmadman6 @sjdvda @Morinn The folks at MBB are no  longer reviewing blogs? Long time I have read a new blog review. ,the folks at mbb are no longer reviewing blogs long time i have read a new blog review,neutral
73321,0,"@AnimalPlanet I beg to differ, as my boss's puppy chewed up my favorite shoes yesterday at work. ",i beg to differ as my bosss puppy chewed up my favorite shoes yesterday at work,negative
888775,1,I loved looking at the tropical beach reference for Jewel's image.  So want to travel now!,i loved looking at the tropical beach reference for jewels image so want to travel now,neutral
778228,0,got stuck waiting for a funeral procession... Made it to the post office at 12:01. ,got stuck waiting for a funeral procession made it to the post office at,negative
809504,0,"@GentleSinner Aah, you suck ",aah you suck,negative
295283,1,@mandaamorello See you next period  haha,see you next period haha,neutral
724391,1,Good morning Tweeterville!  Looking forward to your tweets today   Make it an awesome day.,good morning tweeterville looking forward to your tweets today make it an awesome day,neutral
510247,1,@theemilysnyder go to sleep missy please ,go to sleep missy please,neutral
801086,1,has a little blister in the end if his big toe. Ouch! Off of hardwicke hall to recuperate  #fb,has a little blister in the end if his big toe ouch off of hardwicke hall to recuperate,neutral
399714,0,@rob_alexander hellz no boiiii. I'm good at that statistics stuffff! i got a B in the class!!..i suck at sciences ,hellz no boiiii im good at that statistics stuffff i got a b in the classi suck at sciences,negative
49419,0,@arjbarker loved the interview.Reading it makes me more bummed that I can't come see you in SF in July  Hopefully Ill find a way!,loved the interviewreading it makes me more bummed that i cant come see you in sf in july hopefully ill find a way,negative
128303,1,@dockencool Yay SF State pal ,yay sf state pal,neutral
665320,1,"Finally has a key to the Pool!!!!!!!!! ..... this makes me happy..  txt me, you'll know where i'll be..",finally has a key to the pool this makes me happy txt me youll know where ill be,neutral
1015174,1,KINGDOM on!!!!  yayayayayyay!!!! Can't wait!!! ,kingdom on yayayayayyay cant wait,neutral
718403,1,"Had 2 totally epic PUGs.. 2nd one literally came down to the last 5 minutes. Kevin was on my team, we ninja'd the last 2 points on Well. ",had totally epic pugs nd one literally came down to the last minutes kevin was on my team we ninjad the last points on well,neutral
324825,1,@MMR04 Cheating myself ,cheating myself,neutral
156720,1,@Farrhad no...  don't get it wrong buddy..,no dont get it wrong buddy,neutral
929295,0,@kayla_denise why arent you following me  this is really sad KAYLA,why arent you following me this is really sad kayla,negative
138116,0,@cornellfinch mac mini?? I wish I had the $$$ to buy a mac. ,mac mini i wish i had the to buy a mac,negative
243291,0, shane cried  ...a lot of people don't have dads tho,shane cried a lot of people dont have dads tho,negative
693480,0,Going to have to do a full wipe on my Macbook - he's getting old and slow. ,going to have to do a full wipe on my macbook hes getting old and slow,negative
416009,1,@shelisahull peggy and I are surprising nathan... At his concert.. I can say that on here because he doesn't have twitter yet! ,peggy and i are surprising nathan at his concert i can say that on here because he doesnt have twitter yet,neutral
934632,1,It's fun seeing lovers trying to hide their relationship from the world.  @jc,its fun seeing lovers trying to hide their relationship from the world,neutral
640291,0,"Dang, something wrong with that last video, need to recode it ",dang something wrong with that last video need to recode it,negative
734771,1,Got to sneak a peek at &quot;The Hangover&quot; last night....funny stuff! We've been super busy so thx to our followers &amp; more to tweet later! ,got to sneak a peek at quotthe hangoverquot last nightfunny stuff weve been super busy so thx to our followers amp more to tweet later,neutral
268012,0,@jennifercadeau their splitting and today they filed for a divorce  its really sad.,their splitting and today they filed for a divorce its really sad,negative
974886,1,@laurensabine I hope you allowed photographs!  What did you have to eat?,i hope you allowed photographs what did you have to eat,neutral
417742,1,"@OPM_UK awesome - bring on the hats  @NathanDitum you're starting a trend now, good work!",awesome bring on the hats youre starting a trend now good work,neutral
145988,1,"@DamianKernahan Yeah sorry, was a Dutch article on NPS measurements for Dutch energy providers. BAD performance ",yeah sorry was a dutch article on nps measurements for dutch energy providers bad performance,neutral
794113,0,I almost forgot. We in the FA Cup finals. Go Chelsea! Go Blues. Now back to work. ,i almost forgot we in the fa cup finals go chelsea go blues now back to work,negative
124688,1,@DinoLich I know! But I still want to see it ,i know but i still want to see it,neutral
15549,0,"..sometimes everybodies on twitter,, other times,, nobody is,, ",sometimes everybodies on twitter other times nobody is,negative
331021,0,@Ms_Jade I'm hungry too  hit me on txt whats deal,im hungry too hit me on txt whats deal,negative
591130,1,"@amyknapp shipping doesn't sound fun, but try to enjoy it ",shipping doesnt sound fun but try to enjoy it,neutral
1009823,0,My almost wasn't enough..  http://myloc.me/40JH,my almost wasnt enough,negative
36829,0,@aleyrose feel like giving up on project.   no one seems to care about it I guess..,feel like giving up on project no one seems to care about it i guess,negative
985002,1,@likewasabi Thanks  Bookstores (like other nerd-friendly places) are my natural habitat,thanks bookstores like other nerdfriendly places are my natural habitat,neutral
464526,1,"@TammyBurnell It's now Monday here, Tammy.  Have a wonderful Sunday!",its now monday here tammy have a wonderful sunday,neutral
946200,1,Just came back from running. Heading to panda  lol,just came back from running heading to panda lol,neutral
891263,0,I missed Antares and the Moon tonight. ,i missed antares and the moon tonight,negative
643678,1,down to WVS we go! excited for new cov's first official gig ,down to wvs we go excited for new covs first official gig,neutral
560888,0,ahhh work work work ,ahhh work work work,negative
404184,1,@NLS_yt heey..with @nileyfan2009TV got to a great a niley reason 4 those tweets..shell tweet bout it right away ,heeywith got to a great a niley reason those tweetsshell tweet bout it right away,neutral
399707,1,@Ron_Clendenin Thanks for the follow. ,thanks for the follow,neutral
877553,1,"@jenthefangirl No, actually I was trying to see Leonard Nemoy naked in a bathtub.  Spock Prime is one GQMOFO!!!",no actually i was trying to see leonard nemoy naked in a bathtub spock prime is one gqmofo,neutral
124512,1,@ceedubbwifey Have a good evenings; Sleep well ,have a good evenings sleep well,neutral
1047240,1,@mcabadass and so close to the weekend! ,and so close to the weekend,neutral
895860,0,"if i had your number previously you should pm me it, cos my simcard karked it and i lost all the numbers  or even if i didnt have it +",if i had your number previously you should pm me it cos my simcard karked it and i lost all the numbers or even if i didnt have it,negative
985410,0,Long line at DMV  I need my license!!,long line at dmv i need my license,negative
656676,1,Catching up on Tori and Dean ,catching up on tori and dean,neutral
106832,1,"@BlackHeartWhore come on, they were cute ",come on they were cute,neutral
785689,1,http://ilivemylifeforyou24.multiply.com fixing my multiply. ,fixing my multiply,neutral
709499,1,@Conrad0509 Awww..Well Im glad you enjoyed yourself out here ,awwwwell im glad you enjoyed yourself out here,neutral
514306,0,2 hours on 'Tech Support' ended with them telling me to reinstall Windows on a 1 day old machine... Quickbooks only thing installed.. ,hours on tech support ended with them telling me to reinstall windows on a day old machine quickbooks only thing installed,negative
923471,1,is taking the last step to move on once and for all ,is taking the last step to move on once and for all,neutral
9726,1,&quot;friends calls me at nine o-clock says get the car it's time to rock.&quot; don't charge for the crime - @jonasbrothers AHH! LOVIN' IT! ,quotfriends calls me at nine oclock says get the car its time to rockquot dont charge for the crime ahh lovin it,neutral
698495,0,Good morning ! Im trying to find ways of geting out of ironing. The pile crumpled clothes roughly resembles The Alps......similar height ,good morning im trying to find ways of geting out of ironing the pile crumpled clothes roughly resembles the alpssimilar height,negative
8178,1,&lt;------make sure u tune in and watch my dun dun show @antoniacarter....she's a f*ckin MOVIE!! Lol ,ltmake sure u tune in and watch my dun dun show shes a fckin movie lol,neutral
148402,0,@ememmyem Short holidays ,short holidays,negative
303692,1,@meliperez05 Yes you did...    You lucky girl... This whole thing is kinda confusing.. You need to add some stars...,yes you did you lucky girl this whole thing is kinda confusing you need to add some stars,neutral
937333,0,I've lost my hairbrush ,ive lost my hairbrush,negative
33195,1,@AIFST Great to see your presence on twitter. I did enjoy reading the latest Food Australia journal. ,great to see your presence on twitter i did enjoy reading the latest food australia journal,neutral
387255,0,"@MsLogica oh i don't know what to say  she'll be back soon,how old is she?maybe she's hiding somewhere nearby",oh i dont know what to say shell be back soonhow old is shemaybe shes hiding somewhere nearby,negative
804805,0,has to work today ,has to work today,negative
978007,0,Is sad  and now must go back to sleep,is sad and now must go back to sleep,negative
966839,0,just woke up. gotta do some laundry and stuff ,just woke up gotta do some laundry and stuff,negative
1026810,1,listening to Jordin Sparkï¿½s Battlefield. Canï¿½t wait to see her live on 6th November opening for the Jonas Brothers ,listening to jordin sparks battlefield cant wait to see her live on th november opening for the jonas brothers,neutral
874258,0,I want my exam results  right back to java tutorials,i want my exam results right back to java tutorials,negative
361415,1,@mikebailey01 im a new follower but not in a stalkey way  loved skins!,im a new follower but not in a stalkey way loved skins,neutral
114231,1,@DChocGames like Crazy Penguin a lot. been playing almost every day and still going. ,like crazy penguin a lot been playing almost every day and still going,neutral
976061,0,laying in bed trying to sleep but my back and the back of my legs are superrr sunburnt  why can i burn so bad but not tan amymore?! ugh!,laying in bed trying to sleep but my back and the back of my legs are superrr sunburnt why can i burn so bad but not tan amymore ugh,negative
1011151,0,My birthday gift for a friend won't get here until the 9th.  I was hoping to have it by today or tomorrow. ,my birthday gift for a friend wont get here until the th i was hoping to have it by today or tomorrow,negative
167299,1,"@djscratch Let me know when Charlie, and it's all yours. ",let me know when charlie and its all yours,neutral
685817,1,Giving a warm and happy shoutout to @dlynnn! Thanks for being around from LJ thru here  *hugs* how ya been?,giving a warm and happy shoutout to thanks for being around from lj thru here hugs how ya been,neutral
433860,0,@ShogunDarius But theres no trophies. ,but theres no trophies,negative
749895,0,Getting ready for school. Can't be bothered with todayyy ,getting ready for school cant be bothered with todayyy,negative
268540,0,@jennyluca thanks with you were coming ,thanks with you were coming,negative
351706,1,@nicolemariexo ok love you too ,ok love you too,neutral
928475,0,Im drinking the nastiest smoothie on the face of the planet! It has lactose free skim milk in it. Damn diet. ,im drinking the nastiest smoothie on the face of the planet it has lactose free skim milk in it damn diet,negative
32090,1,@AFineFrenzy wich colour do you painted your nails  ?,wich colour do you painted your nails,neutral
220882,0,@jeromea @taytaybulls told me Button was in the country a few years back - and no one paid attention  He was still with Mild Seven daw.,told me button was in the country a few years back and no one paid attention he was still with mild seven daw,negative
336370,1,@LieutenantRoss Oooh I survived the followers cull ,oooh i survived the followers cull,neutral
152570,0,@EskimoJoelted HAHAH. lol. how dare you  ohh..you should post your video of you going crazy on youtube. ;) haha.,hahah lol how dare you ohhyou should post your video of you going crazy on youtube haha,negative
65762,0,@blambu I'm going to have to go home to get one of my old reports. Not happy at all ,im going to have to go home to get one of my old reports not happy at all,negative
756084,1,"Going Grocery Shopping at Walmart &amp; buying my t swift sun dress  Finally! SWAC, HM &amp; JONAS afterwards (:",going grocery shopping at walmart amp buying my t swift sun dress finally swac hm amp jonas afterwards,neutral
735301,1,Goung to my little cousins dance recital. ,goung to my little cousins dance recital,neutral
386888,1,@Rachelicious27 You did it! I dooooooooooooo likey ,you did it i dooooooooooooo likey,neutral
307415,0,@Megan0905 Thanks sweet! I've missed talking to you  Hope you're okay m'love xx,thanks sweet ive missed talking to you hope youre okay mlove xx,negative
722049,1,@daveizzle guess so. My worry was that the files would stay and use space that you couldn't delete. Can't wait hope it drops at wwdc LOL ,guess so my worry was that the files would stay and use space that you couldnt delete cant wait hope it drops at wwdc lol,neutral
736622,1,@dianedenmark I hope your Tuesday is lovely! ,i hope your tuesday is lovely,neutral
307600,1,@meganmoo86   Yeah!!,yeah,neutral
166382,0,"@fustbariclation it seems 2 be difficult as long as there are functions which can't be decentralised,e.g. space/ nuclear research,or wars ",it seems be difficult as long as there are functions which cant be decentralisedeg space nuclear researchor wars,negative
944192,0,is kinda bored  and extremely tired!,is kinda bored and extremely tired,negative
637432,1,boredness suckssss!! hmmm...a grilled cheese sounds pretty good right now ,boredness suckssss hmmma grilled cheese sounds pretty good right now,neutral
893046,0,I need to get my act together. At the mall again instead of studying ,i need to get my act together at the mall again instead of studying,negative
1046904,1,lolololol i love how you guys make me laugh when im pretty much as low as i can get. i love you ,lolololol i love how you guys make me laugh when im pretty much as low as i can get i love you,neutral
963431,0,is bored at home and there's nothing on tv!! ,is bored at home and theres nothing on tv,negative
103650,1,@danielr23 how is your day going so far? ,how is your day going so far,neutral
882899,1,Im getting ready to go up to LA. My lil sisters 18th birthday party is today. Big family party. Bringing the family along. ,im getting ready to go up to la my lil sisters th birthday party is today big family party bringing the family along,neutral
959074,0,just had an awesome dinner with a few good friends at El Tap for the last time.   tonight is going to be awesome.,just had an awesome dinner with a few good friends at el tap for the last time tonight is going to be awesome,negative
580353,0,@alexnewman i didn't get to see you ,i didnt get to see you,negative
271942,0,"@jesstx yeah, i was thinking its just gona be us then.  no lena no monica ",yeah i was thinking its just gona be us then no lena no monica,negative
400348,0,"@rose2784 Know that feeling, cept I still have a lot of work todo ",know that feeling cept i still have a lot of work todo,negative
499041,1,@StevieWynn Hello you; he is on a wind up I think; noone can be that touchy surely  how's the plodding going?,hello you he is on a wind up i think noone can be that touchy surely hows the plodding going,neutral
287243,1,@Lotay Aw where are you at? I'm chillin my butt off in West Hollywood @ Melrose &amp; Fairfax ,aw where are you at im chillin my butt off in west hollywood melrose amp fairfax,neutral
582264,0,"According to Siouxsie &amp; the Banshees, if it were 2 degrees hotter, here, we'd probably all just start killing each other. ",according to siouxsie amp the banshees if it were degrees hotter here wed probably all just start killing each other,negative
301791,0,@KarenDomalaon  what's wrong? ,whats wrong,negative
740124,1,haven't tweeted much today... going to bed a lot earlier tonight  really tired! goodnite loves &lt;3,havent tweeted much today going to bed a lot earlier tonight really tired goodnite loves lt,neutral
755533,1,goin over forth rail bridge ,goin over forth rail bridge,neutral
950016,1,"I'm up, farming before work LOL with a nice brew ",im up farming before work lol with a nice brew,neutral
49956,1,@AshPash True! I definitely want to.  I am booked solid through July for sure though. We shall see ,true i definitely want to i am booked solid through july for sure though we shall see,neutral
210604,1,@jadeofjades hey jade  the show was soo amazing thx!! &lt;3 HOPE you like switzerland! and hope I see uh again. xoxoo,hey jade the show was soo amazing thx lt hope you like switzerland and hope i see uh again xoxoo,neutral
764202,1,Good evening my tweets! I've had an awesome day. Got my hair dyed. Its dark brown now ,good evening my tweets ive had an awesome day got my hair dyed its dark brown now,neutral
268016,0,@jennifercloer ick. that is sad news ,ick that is sad news,negative
567421,0,@aconybell: I think I'm developing TMJ - unfortunately my benefits don't kick in until July 1st ,i think im developing tmj unfortunately my benefits dont kick in until july st,negative
913137,1,"@jrlmbert If you want some pre-ban absinthe, just let me know.  I've got dozens. ",if you want some preban absinthe just let me know ive got dozens,neutral
22564,0,@_rhian zumba's the bomb. haven't gone in a while tho ,zumbas the bomb havent gone in a while tho,negative
683883,0,getting ready for the funeral ,getting ready for the funeral,negative
659056,1,@bombchelle512 happy birthday  and @joemwestbrook congrats  wish you were here for your lady..ill take care of her;),happy birthday and congrats wish you were here for your ladyill take care of her,neutral
442796,1,@purelovenergy &quot;lipstick mystic&quot; - I love it! ,quotlipstick mysticquot i love it,neutral
628797,0,bad news  Nadal lost in 4th round at french open.It pained much more as it is to Soderling after the ill tempered match in wimbledon 2007.,bad news nadal lost in th round at french openit pained much more as it is to soderling after the ill tempered match in wimbledon,negative
680553,1,@cashcapone they dont call me the myspace queen for nothin   (ok so i didnt leave yet lol)  (CashCapone live &gt; http://ustre.am/3pF4),they dont call me the myspace queen for nothin ok so i didnt leave yet lol cashcapone live gt,neutral
338650,1,@LitezCameraAct yupp haha  we need to meet um ,yupp haha we need to meet um,neutral
316229,1,@mileycyrus I agree just kick back and relax ,i agree just kick back and relax,neutral
451789,1,@rbates ah brilliant. I need something like that for a hovercraft site I'm working on ,ah brilliant i need something like that for a hovercraft site im working on,neutral
511094,1,"@theladywrites Hey there, Catrina! Happy Friday. ",hey there catrina happy friday,neutral
51815,0,@AmMarvellous Sad to hear you are still sick in bed  What book are you reading currently for your book club?,sad to hear you are still sick in bed what book are you reading currently for your book club,negative
152587,1,@EsmeAnneCullen Thankyou Grandma  I love you &lt;3,thankyou grandma i love you lt,neutral
899770,0,@JonathanRKnight I've never seen a single episode! Does that put me on your bad list?  *hides*,ive never seen a single episode does that put me on your bad list hides,negative
675005,1,@Canariecruz I just wanted to say wats up we should be friends u seem like a really fun person ,i just wanted to say wats up we should be friends u seem like a really fun person,neutral
49890,0,@amandalaur oh my gosh have fun for me i've never been ,oh my gosh have fun for me ive never been,negative
432184,0,@steve_gray_ where were the Pixies!? ...not that i could've gone but i would've liked the choice ,where were the pixies not that i couldve gone but i wouldve liked the choice,negative
653553,0,Can't get to sleep!!!  Fuck!! Irritating fam talked so loudly !?! ~~ Thought of other stuffs after :'( pissed off !,cant get to sleep fuck irritating fam talked so loudly thought of other stuffs after pissed off,negative
439982,0,@smrorke why are you never on gmail anymore ,why are you never on gmail anymore,negative
79711,0,@ARossman22 ya I was supposed 2 go see it last night with my friends on opening night but I was grounded ,ya i was supposed go see it last night with my friends on opening night but i was grounded,negative
239760,0,"@HollyOrd You're welcome...thanks for posting in the first place, that's the first I heard of it. It's a big deal. ",youre welcomethanks for posting in the first place thats the first i heard of it its a big deal,negative
351589,1,@nicoledesma nic!  okay lang na ah! hang in there! hug!,nic okay lang na ah hang in there hug,neutral
965359,1,is drooling over Paul Walker. Cant wait for FAST &amp; Furious ,is drooling over paul walker cant wait for fast amp furious,neutral
1038981,0,New phone ordered! First message ever! Good day so far.......now to kill the moths ,new phone ordered first message ever good day so farnow to kill the moths,negative
490975,0,@tinarosegriffin how are you?it's been ages!i see you went to JoBros the other day... totally gutted i couldn't go ,how are youits been agesi see you went to jobros the other day totally gutted i couldnt go,negative
1026378,0,My thighs are so freakin soar!! ,my thighs are so freakin soar,negative
529285,0,"ahh all nighter!! crazy, no sleep  dead tired!! ugh, time to slowly get ready for school . blah! 5 45!!!! :/",ahh all nighter crazy no sleep dead tired ugh time to slowly get ready for school blah,negative
862480,1,"@JasmineAtAnimax Haha .. Im Waiting for tears to tiara  i wanna join the contest but i dont have the 3rd Week, weekly code &gt;&lt;&quot;",haha im waiting for tears to tiara i wanna join the contest but i dont have the rd week weekly code gtltquot,neutral
455712,1,@RenBlink182 i hope we get to see the sats on friday ,i hope we get to see the sats on friday,neutral
273784,1,@JimLindsay &amp; family: I'm glad to know my family is forever.  ,amp family im glad to know my family is forever,neutral
64148,1,"@BootyPirate - I thought it was called Horrorlando or Whorelando, muah. Have fun!!! ",i thought it was called horrorlando or whorelando muah have fun,neutral
94473,1,@Beautyfix LOL  What's that old quote/story about getting older and going to bed with Ben Gay?  ,lol whats that old quotestory about getting older and going to bed with ben gay,neutral
838566,1,@HowieDA i'll boom your pow! rawr ahahah future Mr. Rob Pattinson ,ill boom your pow rawr ahahah future mr rob pattinson,neutral
30759,1,@addiiee Your life is Sooooo Not Boring. ,your life is sooooo not boring,neutral
911948,1,Is going to the park with Corey and Andrew to lay on the grass and look at the sky. ,is going to the park with corey and andrew to lay on the grass and look at the sky,neutral
679018,1,fun times at RE:FORM ,fun times at reform,neutral
236857,1,@HitchRoc I love Earthworm Jim! ,i love earthworm jim,neutral
402629,0,@roguebluejay My best mate at school was Anglo-Dutch. He only flew to Venezuela to visit his parents once a year for the summer holiday ,my best mate at school was anglodutch he only flew to venezuela to visit his parents once a year for the summer holiday,negative
895042,1,"I really am very lucky to have met my favourites. Not many people can say &quot;hey, I've met the most amazing people in the world.&quot; ",i really am very lucky to have met my favourites not many people can say quothey ive met the most amazing people in the worldquot,neutral
201939,0,@InThisCity dentists suck ,dentists suck,negative
537798,1,@zeenell when we were poor and lived in Germany it was our favourite cheap Saturday. Now we have one 20min away. ,when we were poor and lived in germany it was our favourite cheap saturday now we have one min away,neutral
807033,0,I get in and my cat has stolen my fave sofa spot. I need my fave sofa spot! ,i get in and my cat has stolen my fave sofa spot i need my fave sofa spot,negative
731583,1,"got a translation offer today. couldn't say no, even though it's german  simple computer stuff mostly. and only a couple hundred words.",got a translation offer today couldnt say no even though its german simple computer stuff mostly and only a couple hundred words,neutral
736493,1,"@diab welcome to Ubuntu, I switched over from Debian sid several yrs ago &amp; never looked back ",welcome to ubuntu i switched over from debian sid several yrs ago amp never looked back,neutral
55509,1,@batteredhaggis My FAVOURITE accent in the world! ,my favourite accent in the world,neutral
663678,0,feels sad about that missing Air France plane. What must the families affected be going through? ,feels sad about that missing air france plane what must the families affected be going through,negative
585200,0,at home enjoying my night before a long day at work!!!...work ,at home enjoying my night before a long day at workwork,negative
723345,1,Finally unpacked!  enjoying summer in the suburbs ,finally unpacked enjoying summer in the suburbs,neutral
626383,1,"car searched, had Coldstone, now movie night... good day ",car searched had coldstone now movie night good day,neutral
936984,0,I'm peeling. Yuck. It's so itchy and uncomfortable. ,im peeling yuck its so itchy and uncomfortable,negative
351036,1,@NickSwisher enjoy your night off!! don't party too hard ,enjoy your night off dont party too hard,neutral
279962,0,@johncox88 I wish I were there with you on your birthday JC ,i wish i were there with you on your birthday jc,negative
584569,1,"@alltop_noelle Thanks - almost lost your comment, the feed is so fast nowadays ",thanks almost lost your comment the feed is so fast nowadays,neutral
285811,1,@LocalJoost what's wrong with the iPhone? Nice phone!  At what company do you work?,whats wrong with the iphone nice phone at what company do you work,neutral
447023,1,@tHA_pRINCE  MUAAAAAH,muaaaaah,neutral
266853,0,"@KristinFOD ok, so what did you do??/ I tried refreshing.... not working.... this is not my day.... ",ok so what did you do i tried refreshing not working this is not my day,negative
13663,0,... tickle me and make me smile. now. ahhhh this weather makes me sad.. ,tickle me and make me smile now ahhhh this weather makes me sad,negative
289104,1,@maheshone  sorry for what?,sorry for what,neutral
879399,0,I have swine flu - seriously - sick for 10 days ,i have swine flu seriously sick for days,negative
71340,1,"@andyroddick in my humble opinion, too! ",in my humble opinion too,neutral
707781,0,Got my paper done... Hope I do good on it... i don't like accounting ,got my paper done hope i do good on it i dont like accounting,negative
151729,1,@davynathan aww that's okay! Trying not to click on the links anyway ,aww thats okay trying not to click on the links anyway,neutral
132419,0,@DonnieWahlberg ~ Tomorrow is going to be an emotional day for me...seeing you for the last time as far as I know. My heart hurts ,tomorrow is going to be an emotional day for meseeing you for the last time as far as i know my heart hurts,negative
812299,1,Having a goooooood afternoon ,having a goooooood afternoon,neutral
3222,0, I'm all alone on ere peeps! Talk to meeee x http://myloc.me/484V,im all alone on ere peeps talk to meeee x,negative
553505,0,@WildPaw I dont want to be a question mark ,i dont want to be a question mark,negative
91611,1,@colbyrne totally agree ,totally agree,neutral
362750,1,@OrbitalPete Well it's either that or a tattoo. I was thinking of a little shark taking a bite out of my scar or something. ,well its either that or a tattoo i was thinking of a little shark taking a bite out of my scar or something,neutral
908577,0,is burned. ,is burned,negative
256159,0,@Ivryblak cuz the cops is bitches and stalkers homie  I just got a fixin ticket lol,cuz the cops is bitches and stalkers homie i just got a fixin ticket lol,negative
833211,1,http://twitpic.com/4h4ar - A photo from the entrance of our church. One awesome reason to come visit ,a photo from the entrance of our church one awesome reason to come visit,neutral
530106,0,@tony_aa Going east was easier than going west for me. Sleep schedule went back to normal immediately but I had headaches for a while. ,going east was easier than going west for me sleep schedule went back to normal immediately but i had headaches for a while,negative
407020,1,"@RyanSeacrest ask kris, how does his skin look so flawless and glowy  what's your secret?",ask kris how does his skin look so flawless and glowy whats your secret,neutral
60221,1,"@bibbleco @matthewlandauer didn't recognise you, but I would know that name anywhere  still hiding behind a monitor!",didnt recognise you but i would know that name anywhere still hiding behind a monitor,neutral
886113,0,"I'm in pain... Feels like my high school days again... Soup city sweetheart, so sorry ",im in pain feels like my high school days again soup city sweetheart so sorry,negative
510062,1,@theDebbyRyan OMG!!!!! i want to meet kellan im a huge fan!! you're so lucky! i love him!! he is so handsome &amp; cute! i llove him!! ,omg i want to meet kellan im a huge fan youre so lucky i love him he is so handsome amp cute i llove him,neutral
728674,0,Goodnight 10 hours ,goodnight hours,negative
148109,1,@enterbelladonna and us.jpg (file://CHEEKYCHICKE-PC/Users/cheekychicken/Pictures/belladonna%20and%20us.jpg) do u remember now ,and usjpg filecheekychickepcuserscheekychickenpicturesbelladonnaandusjpg do u remember now,neutral
447607,0,"@radioowen consider yourself lucky, I have stupid directv and no ondemand at all ",consider yourself lucky i have stupid directv and no ondemand at all,negative
27751,1,@aaronrothe what are the insiders? ,what are the insiders,neutral
358000,0,"@o0omunkieo0o if you leave me, i'll be really ",if you leave me ill be really,negative
641301,0,don't take my heart and put it on a shelf (8) ,dont take my heart and put it on a shelf,negative
411475,1,"@scottziolko I thought of a Z, but really struggled on that. Few others could be fun. The P may well be Katy Perry ",i thought of a z but really struggled on that few others could be fun the p may well be katy perry,neutral
983765,0,Is very disoriented+2hoursleep+7hourshift in about an hour = ,is very disorientedhoursleephourshift in about an hour,negative
